movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,genre
[7],499,Cat on a Hot Tin Roof (1958),https://images-na.ssl-images-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@..jpg,http://www.imdb.com/title/tt0051459/?ref_=fn_al_tt_1,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,8.0,47K,['Richard Brooks'],"['Richard Brooks', 'James Poe', 'Tennessee Williams']","['Elizabeth Taylor', 'Paul Newman', 'Burl Ives', 'Jack Carson', 'Judith Anderson', 'Madeleine Sherwood', 'Larry Gates', 'Vaughn Taylor', 'Zelda Cleaver', 'Brian Corcoran', 'Hugh Corcoran', 'Kevin Corcoran', 'Patty Ann Gerrity', 'Bobby Johnson', 'Walter Merrill', 'Deborah Miller', ""Robert 'Rusty' Stevens"", 'Vince Townsend Jr.']",Not Rated,1958,1h 48min,[]
[7],1602,"Price Above Rubies, A (1998)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMDA3MDk2MV5BMl5BanBnXkFtZTcwNTMxMDMyMQ@@..jpg,http://www.imdb.com/title/tt0120793/?ref_=fn_al_tt_1,This movie is about a young woman who is married to a devout Jew and the problems that trouble their marriage because of her wanting something more out of her life.,6.5,2.8K,['Boaz Yakin'],['Boaz Yakin'],"['Renée Zellweger', 'Christopher Eccleston', 'Julianna Margulies', 'Allen Payne', 'Glenn Fitzgerald', 'Kim Hunter', 'John Randolph', 'Kathleen Chalfant', 'Peter Jacobson', 'Edie Falco', 'Timothy Jerome', 'Phyllis Newman', 'Joyce Reehling', 'Shelton Dane', 'Jackie Ryan', 'Faran Tahir', 'Martin Shakar', 'Teodorina Bello']",R,1998,1h 57min,[]
[7],1342,"Convent, The (Convento, O) (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NzE0NTc0NF5BMl5BanBnXkFtZTcwNDMzMjUxMQ@@..jpg,http://www.imdb.com/title/tt0112716/?ref_=fn_al_tt_1,"The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England.",6.0,995,['Manoel de Oliveira'],"['Manoel de Oliveira', 'Agustina Bessa-Luís']","['Catherine Deneuve', 'John Malkovich', 'Luís Miguel Cintra', 'Leonor Silveira', 'João Bénard da Costa', 'Heloísa Miranda', 'Gilberto Gonçalves']",PG,1995,1h 30min,[]
"[4, 7]",1311,Waiting to Exhale (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMTMyMTgyM15BMl5BanBnXkFtZTcwOTc4OTQyMQ@@..jpg,http://www.imdb.com/title/tt0114885/?ref_=fn_al_tt_1,"Based on Terry McMillan's novel, this film follows four very different African-American women and their relationships with men.",6.0,10K,['Forest Whitaker'],"['Terry McMillan', 'Ronald Bass']","['Whitney Houston', 'Angela Bassett', 'Loretta Devine', 'Lela Rochon', 'Gregory Hines', 'Dennis Haysbert', 'Mykelti Williamson', 'Michael Beach', 'Leon', 'Wendell Pierce', 'Donald Faison', 'Jeffrey D. Sams', 'Jazz Raycole', 'Brandon Hammond', 'Kenya Moore', 'Lamont Johnson', 'Wren T. Brown', 'Theo']",R,1995,2h 4min,[]
[19],556,Wild Bill (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MjI4NDkyOF5BMl5BanBnXkFtZTcwNzQ0NTg3NA@@..jpg,http://www.imdb.com/title/tt0114938/?ref_=fn_al_tt_1,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,5.9,6.8K,['Walter Hill'],"['Peter Dexter', 'Thomas Babe', 'Walter Hill']","['Jeff Bridges', 'Ellen Barkin', 'John Hurt', 'Diane Lane', 'Keith Carradine', 'David Arquette', 'Christina Applegate', 'Bruce Dern', 'James Gammon', 'Marjoe Gortner', 'James Remar', 'Karen Huie', 'Steve Reevis', 'Robert Knott', 'Pato Hoffmann', 'Patrick Gorman', 'Lee de Broux', 'Stoney Jackson']",R,1995,1h 38min,[]
"[4, 7]",598,"Big Squeeze, The (1996)",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMDUwMjQ3OV5BMl5BanBnXkFtZTcwMTI0ODAyMQ@@..jpg,http://www.imdb.com/title/tt0115680/?ref_=fn_al_tt_1,"Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.",5.1,307,['Marcus DeLeon'],['Marcus DeLeon'],"['Lara Flynn Boyle', 'Danny Nucci', 'Peter Dobson', 'Luca Bercovici', 'Michael Chieffo', 'Bert Santos', 'Teresa DiSpina', 'Sam Vlahos', 'Valente Rodriguez', 'Raye Birk', 'Angelina Estrada', 'Janet MacLachlan', 'Tony Genaro', 'Marita De Leon', 'Laura Cerón', 'Demetrius Navarro', 'Kevin Ash']",R,1996,1h 38min,[]
"[4, 14]",220,"Mirror Has Two Faces, The (1996)",https://images-na.ssl-images-amazon.com/images/M/MV5BYjMxMGVlMDMtNDczOC00YzJiLWIyNWYtNWE2NWZiY2I5Mjg3XkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,http://www.imdb.com/title/tt0117057/?ref_=fn_al_tt_1,"A shy, middle-aged professor enters into a romantic but non-physical relationship with an unlucky-in-love colleague.",6.6,19K,['Barbra Streisand'],"['André Cayatte', 'Gérard Oury', 'Richard LaGravenese']","['Barbra Streisand', 'Jeff Bridges', 'Lauren Bacall', 'George Segal', 'Mimi Rogers', 'Pierce Brosnan', 'Brenda Vaccaro', 'Austin Pendleton', 'Elle Macpherson', 'Ali Marsh', 'Leslie Stefanson', 'Taina Elg', 'Lucy Avery Brooke', 'Amber Smith', 'David Kinzie', 'Howard S. Herman', 'Thomas Hartman', 'Trevor Ristow']",PG-13,1996,2h 6min,[]
[4],1047,Multiplicity (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BNTI4Zjc4MDMtZGJjMS00ZjhjLWJkYTItNjZhNGFjOTY4Y2E4XkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,http://www.imdb.com/title/tt0117108/?ref_=fn_al_tt_1,A man who never has enough time for the things he wants to do is offered the opportunity to have himself duplicated.,6.1,31K,['Harold Ramis'],"['Chris Miller', 'Mary Hale', 'Lowell Ganz']","['Michael Keaton', 'Andie MacDowell', 'Zack Duhame', 'Katie Schlossberg', 'Harris Yulin', 'Richard Masur', 'Eugene Levy', 'Ann Cusack', 'John de Lancie', 'Judith Kahan', 'Brian Doyle-Murray', 'Obba Babatundé', 'Julie Bowen', 'Dawn Maxey', 'Kari Coleman', 'Steven Kampmann', 'Michael Milhoan', 'Skip Stellrecht']",PG-13,1996,1h 57min,[]
"[7, 14]",736,Shadowlands (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjgwMDMyMl5BMl5BanBnXkFtZTcwNTM4MDMzMQ@@..jpg,http://www.imdb.com/title/tt0108101/?ref_=fn_al_tt_1,"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.",7.3,18K,['Richard Attenborough'],['William Nicholson'],"['Anthony Hopkins', 'Debra Winger', 'Julian Fellowes', 'Roddy Maude-Roxby', 'Michael Denison', 'Andrew Seear', 'Tim McMullan', 'John Wood', 'Andrew Hawkins', 'Peter Howell', 'Edward Hardwicke', 'Robert Flemyng', 'James Frain', 'Toby Whithouse', 'Daniel Goode', 'Scott Handy', 'Charles Simon', 'Giles Oldershaw']",PG,1993,2h 11min,[]
[7],650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",https://images-na.ssl-images-amazon.com/images/M/MV5BYWRiNDU4ODUtZDRlOS00YzRhLTk3M2ItNWQ4MGQwYWFlNTllXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,http://www.imdb.com/title/tt0050976/?ref_=fn_al_tt_1,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",8.2,176K,['Ingmar Bergman'],['Ingmar Bergman'],"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe', 'Bibi Andersson', 'Inga Gill', 'Maud Hansson', 'Inga Landgré', 'Gunnel Lindblom', 'Bertil Anderberg', 'Anders Ek', 'Åke Fridell', 'Gunnar Olsson', 'Erik Strandmark', 'Siv Aleros', 'Sten Ardenstam', 'Harry Asklund', 'Benkt-Åke Benktsson']",Not Rated,1957,1h 36min,[]
[7],1252,"Contempt (Mépris, Le) (1963)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3MjY5MjQ5ODleQTJeQWpwZ15BbWU4MDU4NjQ5NDIx..jpg,http://www.imdb.com/title/tt0057345/?ref_=fn_al_tt_1,Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.,7.6,31K,['Jean-Luc Godard'],"['Alberto Moravia', 'Jean-Luc Godard']","['Brigitte Bardot', 'Jack Palance', 'Michel Piccoli', 'Giorgia Moll', 'Fritz Lang', 'Raoul Coutard', 'Jean-Luc Godard', 'Linda Veras']",Not Rated,1963,1h 42min,[]
"[7, 14]",275,Sense and Sensibility (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@..jpg,http://www.imdb.com/title/tt0114388/?ref_=fn_al_tt_1,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",7.7,110K,['Ang Lee'],"['Jane Austen', 'Emma Thompson']","['Emma Thompson', 'Kate Winslet', 'James Fleet', 'Tom Wilkinson', 'Harriet Walter', 'Gemma Jones', 'Hugh Grant', 'Emilie François', 'Elizabeth Spriggs', 'Robert Hardy', 'Ian Brimble', 'Isabelle Amyes', 'Alan Rickman', 'Greg Wise', 'Alexander John', 'Imelda Staunton', 'Imogen Stubbs', 'Hugh Laurie']",PG,1995,2h 16min,[]
[7],1599,Someone Else's America (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BZWQxNGI4MWYtOThlZi00Y2Q1LTljMTUtYmMwM2NhNzljYzNmXkEyXkFqcGdeQXVyMjM5MTg4MjQ@..jpg,http://www.imdb.com/title/tt0114494/?ref_=fn_al_tt_1,"This tale take place in a bar. The Spanish Alonso and his blind mother run this place. Bay, who is Alonso's friend live here too. This story tells something about Alonso and Bay and the ""American Dream"".",7.0,660,['Goran Paskaljevic'],"['Gordan Mihic', 'Mary Popovic', 'David Rose']","['Tom Conti', ""Predrag 'Miki' Manojlovic"", 'María Casares', 'Zorka Manojlovic', 'Sergej Trifunovic', 'José Ramón Rosario', 'Lanny Flaherty', 'Mihalis Giannatos', 'Michael Willis', 'Predrag Ejdus', 'Chia-Ching Niu', 'Andjela Stojkovic', 'Lazar Kalmic', 'Ananda Ellis', 'John Norman Thomas', 'Jonathan Peck', 'Yan Shi', 'Anibal O. Lleras']",R,1995,1h 36min,[]
"[4, 12, 14]",835,"Gay Divorcee, The (1934)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MjcxMjU0OV5BMl5BanBnXkFtZTgwODY0OTgxMTE@..jpg,http://www.imdb.com/title/tt0025164/?ref_=fn_al_tt_1,A woman thinks a flirting man is the co-respondent her lawyer has hired to expedite her divorce.,7.5,7.5K,['Mark Sandrich'],"['Dwight Taylor', 'Kenneth S. Webb', 'Samuel Hoffenstein']","['Fred Astaire', 'Ginger Rogers', 'Alice Brady', 'Edward Everett Horton', 'Erik Rhodes', 'Eric Blore', 'Lillian Miles', 'Charles Coleman', 'William Austin', 'Betty Grable', 'Norman Ainsley', 'Jimmy Aubrey', 'Finis Barton', 'Eleanor Bayley', 'De Don Blunier', 'Pokey Champion', 'Jack Chefe', 'Cy Clegg']",Approved,1934,1h 47min,[]
"[4, 14]",781,French Kiss (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@..jpg,http://www.imdb.com/title/tt0113117/?ref_=fn_al_tt_1,A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.,6.6,49K,['Lawrence Kasdan'],['Adam Brooks'],"['Meg Ryan', 'Kevin Kline', 'Timothy Hutton', 'Jean Reno', 'François Cluzet', 'Suzan Anbeh', 'Renée Humphrey', 'Michael Riley', 'Laurent Spielvogel', 'Victor Garrivier', 'Élisabeth Commelin', 'Julie Leibowitch', 'Miquel Brown', 'Louise Deschamps', 'Olivier Curdy', 'Claudio Todeschini', 'Jerry Harte', 'Thomasine Heiner']",PG-13,1995,1h 51min,[]
"[10, 16]",839,Loch Ness (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MTI4ODg5MF5BMl5BanBnXkFtZTcwOTkxODUyMQ@@..jpg,http://www.imdb.com/title/tt1208041/?ref_=fn_al_tt_1,A report on the ongoing search for the Loch Ness monster examines eyewitness accounts and scientific evidence. Included: footage of Nessie (maybe); sonar readings; an uncovered hoax.,8.6,5,,,,,,,[]
[7],1539,Being Human (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMTc5ODcyOF5BMl5BanBnXkFtZTgwNzY5MjY2MjE@..jpg,http://www.imdb.com/title/tt2125042/?ref_=fn_al_tt_1,"Following a supernatural radio announcement, Leo, Pearl and Hal arrive at Annie and Tom's to pay homage to George and Nina's baby daughter Eve, the Chosen One, who will save the world. Knowing that this means the extermination of vampires, Hal is less pleased to see her than the others but remains the only one of the three to survive when Pearl and Leo, having declared their love for each other, pass over. Hal appears to come close to killing the baby but is prevented by Tom; however, following a visit to a pawn shop by the two boys (in keeping with Leo's last wish), Fergus, the successor to Griffin, gets on their trail.",7.5,173,['Philip John'],"['Toby Whithouse', 'Lisa McGee']","['Lenora Crichlow', 'Michael Socha', 'Damien Molony', 'Gina Bramhill', 'Anthony Flanagan', 'Russell Gomer', 'Andrew Gower', 'Tamla Kari', 'Louis Mahoney']",TV-14,"Episode aired Feb 12, 2012",57min,[]
"[7, 16]",581,Kalifornia (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BNDE2ODZhYzUtMTBhYi00ODgxLWJlNTAtODljN2Q2NDhjZmVhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0107302/?ref_=fn_al_tt_1,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",6.7,53K,['Dominic Sena'],"['Stephen Levy', 'Tim Metcalfe']","['Brad Pitt', 'Juliette Lewis', 'Kathy Larson', 'David Milford', 'David Duchovny', 'John Zarchen', 'David Rose', 'Michelle Forbes', 'Tommy Chappelle', 'Judson Vaughn', 'James Michael McDougal', 'Patricia Sill', 'Brett Rice', 'Marisa Raper', 'Bill Crabb', 'Mary Ann Hagan', 'Jerry G. White', 'Sarah Sullivan']",R,1993,1h 57min,[]
"[0, 1, 4, 14]",385,True Lies (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0111503/?ref_=fn_al_tt_1,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.",7.2,248K,['James Cameron'],"['Claude Zidi', 'Simon Michaël', 'Didier Kaminka']","['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton', 'Tia Carrere', 'Art Malik', 'Eliza Dushku', 'Grant Heslov', 'Marshall Manesh', 'James Allen', 'Dieter Rauter', 'Jane Morris', 'Katsy Chappell', 'Crystina Wyler', 'Ofer Samra', 'Paul Barselou', 'Charles A. Tamburro', 'Jean-Claude Parachini']",R,1994,2h 21min,[]
"[0, 16]",1673,Mirage (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTc3MzIwNF5BMl5BanBnXkFtZTcwOTQ5NDYxMQ@@..jpg,http://www.imdb.com/title/tt0113827/?ref_=fn_al_tt_1,Matteo Juarez is a retired detective hired by a local businessman to follow his wife Jennifer. She has a split personality and seems to be putting herself in danger without knowing it.,4.9,203,['Paul Williams'],['James Andronica'],"['James Andronica', 'Cuauhtemoc Rivas', 'Edward James Olmos', 'Bobalu', 'Paul Williams', 'Mark Silverman', 'John Lizzi', 'Barbara Rossmiesl', 'Sean Young', 'Sayed Badreya', 'Apple Via', 'Walter Guarino', 'Tony King', 'Susan Helen Emerson', 'William Grillo', 'Patricia Sill', 'Chris DeRose', 'Jessica Gonzalez']",R,1995,1h 32min,[]
[4],390,Fear of a Black Hat (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxOTE5Mzk1M15BMl5BanBnXkFtZTcwNTAzMTAwMQ@@..jpg,http://www.imdb.com/title/tt0106880/?ref_=fn_al_tt_1,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",7.2,4.1K,['Rusty Cundieff'],['Rusty Cundieff'],"['Larry B. Scott', 'Mark Christopher Lawrence', 'Rusty Cundieff', 'Kasi Lemmons', 'Howie Gold', 'G. Smokey Campbell', 'Bobby Mardis', 'Brad Sanders', 'Moon Jones', 'Tim Hutchinson', 'Faizon Love', 'Deezer D', 'Darin Scott', 'Devin Kamin', 'Jeff Burr', 'Kenneth J. Hall', 'Don Reed', 'Reggie Bruce']",R,1993,1h 28min,[]
"[0, 5]",1618,King of New York (1990),https://images-na.ssl-images-amazon.com/images/M/MV5BOTE2NDcxNzE4N15BMl5BanBnXkFtZTgwMDc1NTk4NjE@..jpg,http://www.imdb.com/title/tt0099939/?ref_=fn_al_tt_1,A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.,7.0,35K,['Abel Ferrara'],['Nicholas St. John'],"['Christopher Walken', 'David Caruso', 'Laurence Fishburne', 'Victor Argo', 'Wesley Snipes', 'Janet Julian', 'Joey Chin', 'Giancarlo Esposito', 'Paul Calderon', 'Steve Buscemi', 'Theresa Randle', 'Leonard L. Thomas', 'Roger Guenveur Smith', 'Carrie Nygren', 'Ernest Abuba', 'Frank Adonis', 'Vanessa Angel', 'Frank Aquilino']",R,1990,1h 43min,[]
[7],310,"Rainmaker, The (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BZGM3ZmZiOGUtZDZkNS00MWYyLThhZDQtNmU4NTQyOTgwZDdkXkEyXkFqcGdeQXVyNzI1MjUzMDA@..jpg,http://www.imdb.com/title/tt0541748/?ref_=fn_al_tt_1,"Elmer convinces Corky that he can make it rain and end the drought, despite the previous failures of his many inventions.",6.7,7,['Robert G. Walker'],['Kenneth A. Enochs'],"['Micky Dolenz', 'Noah Beery Jr.', 'Robert Lowery', ""Guinn 'Big Boy' Williams"", 'Sterling Holloway', 'Stanley Andrews', 'Bill Hale', 'Jack Kenney', 'Norman Leavitt', 'Bimbo the Elephant', 'Victor Adamson', 'Bob Reeves', 'Danny Sands']",,"Episode aired Sep 19, 1957",30min,[]
[7],460,"Crossing Guard, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTFkZmQ5OWEtNjFmMC00ZTI2LWE0ZWUtN2VhOWE1MzdiOGJhXkEyXkFqcGdeQXVyMTQ4NDY5OTc@..jpg,http://www.imdb.com/title/tt6149508/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",,,['Don DuPree'],"['Roger Ebert', 'Gene Siskel']","['Roger Ebert', 'Gene Siskel']",,,,[]
"[0, 1, 15, 18]",271,Starship Troopers (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BNThlOTFhOGEtZjE2NC00MzMzLThkYWItZjlkNWNlMDAzMGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0120201/?ref_=fn_al_tt_1,"Humans in a fascist, militaristic future wage war with giant alien bugs.",7.2,280K,['Paul Verhoeven'],"['Edward Neumeier', 'Robert A. Heinlein']","['Casper Van Dien', 'Denise Richards', 'Dina Meyer', 'Jake Busey', 'Neil Patrick Harris', 'Clancy Brown', 'Seth Gilliam', 'Patrick Muldoon', 'Michael Ironside', 'Rue McClanahan', 'Marshall Bell', 'Eric Bruskotter', 'Matt Levin', 'Blake Lindsley', 'Anthony Ruivivar', 'Brenda Strong', 'Dean Norris', 'Christopher Curry']",R,1997,2h 9min,[]
"[7, 13, 14]",1129,Chungking Express (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMGQ5MzljNzYtMDM1My00NmI0LThlYzQtMTg0ZmQ0MTk1YjkxXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0109424/?ref_=fn_al_tt_1,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",8.1,72K,['Kar-Wai Wong'],['Kar-Wai Wong'],"['Brigitte Lin', 'Takeshi Kaneshiro', 'Tony Chiu-Wai Leung', 'Faye Wong', 'Valerie Chow', 'Jinquan Chen', 'Lee-Na Kwan', 'Zhiming Huang', 'Liang Zhen', 'Songshen Zuo', 'Thom Baker', 'Rico Chu', 'Vickie Eng', 'Lynne Langdon']",PG-13,1994,1h 42min,[]
[7],1642,Some Mother's Son (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTEzMDMzNzM2OTdeQTJeQWpwZ15BbWU3MDU3OTM2MjU@..jpg,http://www.imdb.com/title/tt0117690/?ref_=fn_al_tt_1,"The 1981 hunger strike in an Irish prison, in which I.R.A. prisoner Bobby Sands led a protest against their treatment as criminals rather than as prisoners of war. It focuses on the mothers of two of the strikers, and their struggle.",7.2,2.7K,['Terry George'],"['Terry George', 'Jim Sheridan']","['Helen Mirren', 'Fionnula Flanagan', 'Aidan Gillen', ""David O'Hara"", 'John Lynch', 'Tom Hollander', 'Tim Woodward', 'Ciarán Hinds', ""Geraldine O'Rawe"", 'Gerard McSorley', 'Dan Gordon', 'Grainne Delany', 'Ciarán Fitzgerald', 'Robert Lang', 'Stephen Hogan', 'Peter Howitt', 'Bosco Hogan', 'Jimmy Keogh']",R,1996,1h 52min,[]
"[2, 3, 12]",71,"Lion King, The (1994)",https://images-na.ssl-images-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@..jpg,http://www.imdb.com/title/tt0110357/?ref_=fn_al_tt_1,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,987K,"['Roger Allers', 'Rob Minkoff']","['Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton']","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Whoopi Goldberg', 'Rowan Atkinson', 'Niketa Calame-Harris', 'Jim Cummings', 'Robert Guillaume', 'Moira Kelly', 'Nathan Lane', 'Zoe Leader', 'Cheech Marin', 'Ernie Sabella', 'Madge Sinclair', 'Jonathan Taylor Thomas', 'Frank Welker', 'Cathy Cavadini', 'Judi M. Durand']",G,1994,1h 28min,[]
